,region,category,parameter,mode,powertrain,year,unit,value
9367,44,0,1,1,0,2013,3,34.0
9368,44,0,3,1,0,2013,3,34.0
9369,44,0,3,1,0,2014,3,48.0
9370,44,0,1,1,0,2014,3,14.0
9371,44,0,3,1,3,2014,3,1.0
9372,44,0,1,1,3,2014,3,1.0
9373,44,0,2,1,1,2014,5,0.003400000045076
9374,44,0,4,1,1,2014,5,0.000720000010915
9375,44,0,4,1,1,2015,5,0.004100000020117
9376,44,0,2,1,1,2015,5,0.05799999833107
9377,44,0,1,1,3,2015,3,120.0
9378,44,0,3,1,3,2015,3,120.0
9379,44,0,1,1,0,2015,3,120.0
9380,44,0,3,1,0,2015,3,160.0
9381,44,0,3,1,0,2016,3,260.0
9382,44,0,1,1,0,2016,3,100.0
9383,44,0,3,1,3,2016,3,400.0
9384,44,0,1,1,3,2016,3,280.0
9385,44,0,2,1,1,2016,5,0.100000001490116
9386,44,0,4,1,1,2016,5,0.009300000034273
9387,44,0,4,1,1,2017,5,0.012000000104308
9388,44,0,2,1,1,2017,5,0.052999999374151
9389,44,0,1,1,3,2017,3,130.0
9390,44,0,3,1,3,2017,3,530.0
9391,44,0,1,1,0,2017,3,68.0
9392,44,0,3,1,0,2017,3,330.0
9393,44,0,0,2,4,2017,4,37.0
9394,44,0,0,2,5,2017,4,87.0
9395,44,0,0,2,4,2018,4,81.0
9396,44,0,0,2,5,2018,4,160.0
9397,44,0,3,1,0,2018,3,400.0
9398,44,0,1,1,0,2018,3,66.0
9399,44,0,3,1,3,2018,3,610.0
9400,44,0,1,1,3,2018,3,82.0
9401,44,0,2,1,1,2018,5,0.041000001132488
9402,44,0,4,1,1,2018,5,0.014000000432134
9403,44,0,4,1,1,2019,5,0.016000000759959
9404,44,0,2,1,1,2019,5,0.064000003039837
9405,44,0,1,1,3,2019,3,72.0
9406,44,0,3,1,3,2019,3,680.0
9407,44,0,3,1,0,2019,3,560.0
9408,44,0,1,1,0,2019,3,160.0
9409,44,0,0,2,4,2019,4,130.0
9410,44,0,0,2,5,2019,4,110.0
9411,44,0,0,2,4,2020,4,160.0
9412,44,0,0,2,5,2020,4,140.0
9413,44,0,1,1,0,2020,3,92.0
9414,44,0,3,1,0,2020,3,640.0
9415,44,0,3,1,3,2020,3,830.0
9416,44,0,1,1,3,2020,3,150.0
9417,44,0,2,1,1,2020,5,0.097999997437
9418,44,0,4,1,1,2020,5,0.018999999389052
9419,44,0,4,1,1,2021,5,0.023000000044704
9420,44,0,2,1,1,2021,5,0.087999999523163
9421,44,0,1,1,3,2021,3,51.0
9422,44,0,1,1,2,2021,3,1.0
9423,44,0,3,1,3,2021,3,880.0
9424,44,0,3,1,0,2021,3,860.0
9425,44,0,3,1,2,2021,3,1.0
9426,44,0,1,1,0,2021,3,220.0
9427,44,0,0,2,4,2021,4,160.0
9428,44,0,0,2,5,2021,4,140.0
9429,44,0,0,2,4,2022,4,160.0
9430,44,0,0,2,5,2022,4,140.0
9431,44,0,1,1,0,2022,3,500.0
9432,44,0,3,1,2,2022,3,3.0
9433,44,0,3,1,0,2022,3,1400.0
9434,44,0,3,1,3,2022,3,820.0
9435,44,0,1,1,2,2022,3,2.0
9436,44,0,1,1,3,2022,3,120.0
9437,44,0,2,1,1,2022,5,0.170000001788139
9438,44,0,4,1,1,2022,5,0.028000000864267
9439,44,0,4,1,1,2023,5,0.043999999761582
9440,44,0,2,1,1,2023,5,0.28999999165535
9441,44,0,1,1,3,2023,3,270.0
9442,44,0,3,1,3,2023,3,1300.0
9443,44,0,3,1,0,2023,3,2200.0
9444,44,0,3,1,2,2023,3,3.0
9445,44,0,1,1,0,2023,3,810.0
9446,44,0,0,2,4,2023,4,160.0
9447,44,0,0,2,5,2023,4,140.0
9448,45,0,1,1,0,2010,3,76.0
9449,45,0,3,1,0,2010,3,76.0
9450,45,0,2,1,1,2010,5,0.007699999958277
9451,45,0,4,1,1,2010,5,0.000339999998687
9452,45,0,4,1,1,2011,5,0.002099999925122
9453,45,0,2,1,1,2011,5,0.0489999987185
9454,45,0,2,4,1,2011,5,0.023000000044704
9455,45,0,3,1,0,2011,3,460.0
9456,45,0,1,1,0,2011,3,390.0
9457,45,0,1,4,0,2011,3,24.0
9458,45,0,1,1,3,2011,3,8.0
9459,45,0,3,1,3,2011,3,8.0
9460,45,0,3,1,3,2012,3,120.0
9461,45,0,1,1,3,2012,3,110.0
9462,45,0,1,4,0,2012,3,200.0
9463,45,0,1,1,0,2012,3,430.0
9464,45,0,3,1,0,2012,3,890.0
9465,45,0,2,4,1,2012,5,0.270000010728836
9466,45,0,2,1,1,2012,5,0.07599999755621
9467,45,0,4,1,1,2012,5,0.004499999806285
9468,45,0,0,2,5,2012,4,400.0
9469,45,0,0,2,4,2013,4,91.0
9470,45,0,0,2,5,2013,4,800.0
9471,45,0,4,1,1,2013,5,0.008600000292063
9472,45,0,2,1,1,2013,5,0.119999997317791
9473,45,0,2,4,1,2013,5,0.083999998867512
9474,45,0,1,1,0,2013,3,810.0
9475,45,0,1,4,0,2013,3,72.0
9476,45,0,1,1,3,2013,3,72.0
9477,45,0,3,1,3,2013,3,190.0
9478,45,0,3,1,0,2013,3,1700.0
9479,45,0,3,1,0,2014,3,3100.0
9480,45,0,3,1,3,2014,3,520.0
9481,45,0,1,1,3,2014,3,330.0
9482,45,0,1,4,0,2014,3,360.0
9483,45,0,1,1,0,2014,3,1400.0
9484,45,0,1,0,0,2014,3,11.0
9485,45,0,2,4,1,2014,5,0.310000002384186
9486,45,0,2,0,1,2014,5,0.409999996423721
9487,45,0,2,1,1,2014,5,0.200000002980232
9488,45,0,4,1,1,2014,5,0.016000000759959
9489,45,0,0,2,4,2014,4,110.0
9490,45,0,0,2,5,2014,4,800.0
9491,45,0,0,2,4,2015,4,240.0
9492,45,0,0,2,5,2015,4,1400.0
9493,45,0,4,1,1,2015,5,0.026000000536442
9494,45,0,2,1,1,2015,5,0.200000002980232
9495,45,0,4,4,1,2015,5,0.024000000208616
9496,45,0,2,0,1,2015,5,0.059000000357628
9497,45,0,2,4,1,2015,5,0.370000004768372
9498,45,0,1,0,0,2015,3,2.0
9499,45,0,1,1,0,2015,3,1300.0
9500,45,0,1,4,0,2015,3,540.0
9501,45,0,3,4,0,2015,3,1100.0
9502,45,0,1,1,3,2015,3,780.0
9503,45,0,3,1,3,2015,3,1300.0
9504,45,0,3,1,0,2015,3,4400.0
9505,45,0,3,1,0,2016,3,6500.0
9506,45,0,3,1,3,2016,3,2800.0
9507,45,0,1,1,3,2016,3,1500.0
9508,45,0,1,3,0,2016,3,13.0
9509,45,0,3,4,0,2016,3,2100.0
9510,45,0,1,4,0,2016,3,720.0
9511,45,0,1,1,0,2016,3,2000.0
9512,45,0,1,0,0,2016,3,27.0
9513,45,0,2,4,1,2016,5,0.469999998807907
9514,45,0,2,0,1,2016,5,0.649999976158142
9515,45,0,4,4,1,2016,5,0.061000000685454
9516,45,0,2,1,1,2016,5,0.310000002384186
9517,45,0,4,1,1,2016,5,0.03999999910593
9518,45,0,2,3,1,2016,5,0.052000001072884
9519,45,0,0,2,4,2016,4,230.0
9520,45,0,0,2,5,2016,4,3300.0
9521,45,0,0,2,4,2017,4,600.0
9522,45,0,0,2,5,2017,4,4300.0
9523,45,0,2,3,1,2017,5,0.008100000210106
9524,45,0,4,0,1,2017,5,0.230000004172325
9525,45,0,4,1,1,2017,5,0.071000002324581
9526,45,0,2,1,1,2017,5,0.600000023841858
9527,45,0,4,4,1,2017,5,0.083999998867512
9528,45,0,2,0,1,2017,5,0.300000011920929
9529,45,0,2,4,1,2017,5,0.509999990463257
9530,45,0,1,0,0,2017,3,8.0
9531,45,0,1,1,0,2017,3,3900.0
9532,45,0,1,4,0,2017,3,840.0
9533,45,0,3,4,0,2017,3,3000.0
9534,45,0,3,0,0,2017,3,100.0
9535,45,0,1,0,3,2017,3,5.0
9536,45,0,3,0,3,2017,3,42.0
9537,45,0,1,3,0,2017,3,2.0
9538,45,0,1,1,3,2017,3,3500.0
9539,45,0,3,1,3,2017,3,6300.0
9540,45,0,3,1,0,2017,3,10000.0
9542,45,0,1,1,2,2018,3,1.0
9543,45,0,3,1,3,2018,3,12000.0
9544,45,0,1,1,3,2018,3,5600.0
9545,45,0,3,1,2,2018,3,1.0
9546,45,0,3,0,3,2018,3,50.0
9547,45,0,1,0,3,2018,3,8.0
9548,45,0,3,0,0,2018,3,130.0
9549,45,0,3,4,0,2018,3,4800.0
9550,45,0,1,4,0,2018,3,1800.0
9551,45,0,1,1,0,2018,3,6000.0
9552,45,0,1,0,0,2018,3,30.0
9553,45,0,2,4,1,2018,5,0.959999978542328
9554,45,0,2,0,1,2018,5,0.910000026226044
9555,45,0,4,4,1,2018,5,0.129999995231628
9556,45,0,2,1,1,2018,5,0.879999995231628
9557,45,0,4,1,1,2018,5,0.119999997317791
9558,45,0,4,0,1,2018,5,0.28999999165535
9559,45,0,0,2,4,2018,4,620.0
9560,45,0,0,2,5,2018,4,4400.0
9561,45,0,0,2,4,2019,4,1000.0
9562,45,0,0,2,5,2019,4,4500.0
9563,45,0,4,0,1,2019,5,0.46000000834465
9564,45,0,2,3,1,2019,5,0.028000000864267
9565,45,0,4,1,1,2019,5,0.189999997615814
9566,45,0,2,1,1,2019,5,1.39999997615814
9567,45,0,4,4,1,2019,5,0.170000001788139
9568,45,0,4,3,1,2019,5,0.000850000011269
9569,45,0,2,0,1,2019,5,2.70000004768372
9570,45,0,2,4,1,2019,5,1.10000002384186
9571,45,0,1,1,0,2019,3,10000.0
9572,45,0,3,4,3,2019,3,8.0
9573,45,0,1,4,0,2019,3,1900.0
9574,45,0,3,4,0,2019,3,6300.0
9575,45,0,3,0,0,2019,3,240.0
9576,45,0,1,0,3,2019,3,6.0
9577,45,0,3,0,3,2019,3,56.0
9578,45,0,1,0,0,2019,3,100.0
9579,45,0,3,1,2,2019,3,2.0
9580,45,0,1,3,0,2019,3,7.0
9581,45,0,3,3,0,2019,3,5.0
9582,45,0,1,1,3,2019,3,7400.0
9584,45,0,1,1,2,2019,3,1.0
9587,45,0,1,1,2,2020,3,7.0
9590,45,0,3,3,0,2020,3,13.0
9591,45,0,1,3,0,2020,3,8.0
9592,45,0,3,1,2,2020,3,9.0
9593,45,0,1,0,0,2020,3,51.0
9594,45,0,3,0,3,2020,3,63.0
9595,45,0,1,0,3,2020,3,7.0
9596,45,0,3,0,0,2020,3,240.0
9597,45,0,3,4,0,2020,3,7900.0
9598,45,0,1,4,0,2020,3,2000.0
9599,45,0,3,4,3,2020,3,8.0
9601,45,0,2,4,1,2020,5,1.5
9602,45,0,2,0,1,2020,5,2.0
9603,45,0,4,3,1,2020,5,0.002199999988079
9604,45,0,4,4,1,2020,5,0.209999993443489
9605,45,0,2,1,1,2020,5,4.90000009536743
9606,45,0,4,1,1,2020,5,0.360000014305115
9607,45,0,2,3,1,2020,5,0.041000001132488
9608,45,0,4,0,1,2020,5,0.490000009536743
9609,45,0,0,2,4,2020,4,2100.0
9610,45,0,0,2,5,2020,4,6000.0
9611,45,0,0,2,4,2021,4,2600.0
9612,45,0,4,0,1,2021,5,0.730000019073486
9613,45,0,2,3,1,2021,5,0.109999999403954
9614,45,0,4,1,1,2021,5,0.620000004768372
9615,45,0,2,1,1,2021,5,7.80000019073486
9616,45,0,4,4,1,2021,5,0.270000010728836
9617,45,0,4,3,1,2021,5,0.005100000184029
9618,45,0,2,0,1,2021,5,6.09999990463257
9619,45,0,2,4,1,2021,5,1.60000002384186
9621,45,0,3,4,3,2021,3,46.0
9622,45,0,1,4,3,2021,3,46.0
9623,45,0,1,4,0,2021,3,2300.0
9624,45,0,3,4,0,2021,3,10000.0
9625,45,0,3,0,0,2021,3,350.0
9626,45,0,1,0,3,2021,3,16.0
9627,45,0,3,0,3,2021,3,100.0
9628,45,0,1,0,0,2021,3,150.0
9629,45,0,3,1,2,2021,3,19.0
9630,45,0,1,3,0,2021,3,23.0
9631,45,0,3,3,0,2021,3,29.0
9634,45,0,1,1,2,2021,3,10.0
9636,45,0,0,2,5,2021,4,5600.0
9637,45,0,0,2,4,2022,4,2200.0
9638,45,0,0,2,5,2022,4,10000.0
9640,45,0,1,1,2,2022,3,4.0
9643,45,0,3,3,0,2022,3,200.0
9644,45,0,1,3,0,2022,3,210.0
9645,45,0,3,1,2,2022,3,23.0
9646,45,0,1,0,0,2022,3,250.0
9647,45,0,3,0,3,2022,3,100.0
9648,45,0,1,0,3,2022,3,1.0
9649,45,0,3,0,0,2022,3,610.0
9650,45,0,1,0,2,2022,3,6.0
9651,45,0,3,0,2,2022,3,6.0
9653,45,0,1,4,0,2022,3,3500.0
9654,45,0,1,4,3,2022,3,94.0
9655,45,0,3,4,3,2022,3,200.0
9657,45,0,2,4,1,2022,5,3.09999990463257
9658,45,0,2,0,1,2022,5,9.19999980926514
9659,45,0,4,3,1,2022,5,0.035999998450279
9660,45,0,4,4,1,2022,5,0.370000004768372
9661,45,0,2,1,1,2022,5,8.89999961853027
9662,45,0,4,1,1,2022,5,0.939999997615814
9663,45,0,2,3,1,2022,5,0.889999985694885
9664,45,0,4,0,1,2022,5,1.10000002384186
9665,45,0,4,0,1,2023,5,1.79999995231628
9666,45,0,2,3,1,2023,5,1.5
9667,45,0,4,1,1,2023,5,1.5
9668,45,0,2,1,1,2023,5,12.0
9669,45,0,4,4,1,2023,5,0.680000007152557
9670,45,0,4,3,1,2023,5,0.129999995231628
9671,45,0,2,0,1,2023,5,13.0
9672,45,0,2,4,1,2023,5,7.19999980926514
9674,45,0,3,4,3,2023,3,210.0
9675,45,0,1,4,3,2023,3,5.0
9676,45,0,1,4,0,2023,3,10000.0
9678,45,0,3,0,2,2023,3,19.0
9679,45,0,1,0,2,2023,3,13.0
9680,45,0,3,0,0,2023,3,1200.0
9681,45,0,1,0,3,2023,3,29.0
9682,45,0,3,0,3,2023,3,72.0
9683,45,0,1,0,0,2023,3,520.0
9684,45,0,3,1,2,2023,3,27.0
9685,45,0,1,3,0,2023,3,440.0
9686,45,0,3,3,0,2023,3,700.0
9689,45,0,1,1,2,2023,3,4.0
9691,45,0,0,2,4,2023,4,6600.0
9693,46,0,1,1,0,2010,3,4.0
9694,46,0,3,1,0,2010,3,4.0
9695,46,0,2,1,1,2010,5,0.001300000003539
9696,46,0,4,1,1,2010,5,9.20000020414591e-05
9697,46,0,4,1,1,2011,5,0.004100000020117
9698,46,0,2,1,1,2011,5,0.054000001400709
9699,46,0,2,4,1,2011,5,0.018999999389052
9700,46,0,4,4,1,2011,5,0.001900000032038
9701,46,0,3,1,0,2011,3,180.0
9702,46,0,1,1,0,2011,3,180.0
9703,46,0,1,4,0,2011,3,9.0
9704,46,0,3,4,0,2011,3,9.0
9705,46,0,3,4,0,2012,3,370.0
9706,46,0,1,4,0,2012,3,280.0
9707,46,0,1,1,0,2012,3,270.0
9708,46,0,3,0,0,2012,3,6.0
9709,46,0,3,1,0,2012,3,600.0
9710,46,0,3,1,3,2012,3,650.0
9711,46,0,1,1,3,2012,3,660.0
9712,46,0,4,4,1,2012,5,0.07599999755621
9713,46,0,2,4,1,2012,5,0.699999988079071
9714,46,0,4,0,1,2012,5,0.048000000417233
9715,46,0,2,1,1,2012,5,0.310000002384186
9716,46,0,4,1,1,2012,5,0.028000000864267
9717,46,0,4,1,1,2013,5,0.05799999833107
9718,46,0,2,1,1,2013,5,0.529999971389771
9719,46,0,4,0,1,2013,5,0.061000000685454
9720,46,0,2,4,1,2013,5,0.550000011920929
9721,46,0,4,4,1,2013,5,0.109999999403954
9722,46,0,1,1,3,2013,3,1100.0
9723,46,0,3,1,2,2013,3,3.0
9724,46,0,3,1,3,2013,3,1600.0
9725,46,0,3,1,0,2013,3,1000.0
9726,46,0,1,1,2,2013,3,3.0
9727,46,0,3,0,0,2013,3,8.0
9728,46,0,1,1,0,2013,3,430.0
9729,46,0,1,4,0,2013,3,210.0
9730,46,0,3,4,0,2013,3,550.0
9731,46,0,0,2,5,2013,4,5.0
9732,46,0,0,2,5,2014,4,1000.0
9733,46,0,3,4,0,2014,3,830.0
9734,46,0,1,4,0,2014,3,280.0
9735,46,0,1,1,0,2014,3,1200.0
9736,46,0,3,0,0,2014,3,11.0
9737,46,0,3,1,0,2014,3,2200.0
9738,46,0,3,1,3,2014,3,4900.0
9739,46,0,3,1,2,2014,3,3.0
9740,46,0,1,1,3,2014,3,3400.0
9741,46,0,4,4,1,2014,5,0.159999996423721
9742,46,0,2,4,1,2014,5,0.660000026226044
9743,46,0,4,0,1,2014,5,0.083999998867512
9744,46,0,2,1,1,2014,5,1.39999997615814
9745,46,0,4,1,1,2014,5,0.150000005960464
9746,46,0,4,1,1,2015,5,0.310000002384186
9747,46,0,2,1,1,2015,5,2.40000009536743
9748,46,0,4,0,1,2015,5,0.189999997615814
9749,46,0,2,0,1,2015,5,1.10000002384186
9750,46,0,2,4,1,2015,5,0.72000002861023
9751,46,0,4,4,1,2015,5,0.239999994635582
9752,46,0,1,1,3,2015,3,5700.0
9753,46,0,3,1,2,2015,3,4.0
9754,46,0,3,1,3,2015,3,9800.0
9755,46,0,3,1,0,2015,3,4800.0
9756,46,0,1,1,2,2015,3,1.0
9757,46,0,3,0,0,2015,3,20.0
9758,46,0,1,0,0,2015,3,9.0
9759,46,0,1,1,0,2015,3,3000.0
9760,46,0,3,4,3,2015,3,7.0
9761,46,0,1,4,0,2015,3,320.0
9762,46,0,3,4,0,2015,3,1200.0
9763,46,0,3,0,3,2015,3,5.0
9764,46,0,1,0,3,2015,3,5.0
9765,46,0,1,4,3,2015,3,7.0
9766,46,0,0,2,5,2015,4,1100.0
9767,46,0,0,2,5,2016,4,1700.0
9768,46,0,1,0,3,2016,3,17.0
9769,46,0,3,0,3,2016,3,22.0
9770,46,0,3,4,0,2016,3,1600.0
9771,46,0,1,4,0,2016,3,45.0
9772,46,0,3,4,3,2016,3,7.0
9773,46,0,1,1,0,2016,3,2900.0
9774,46,0,1,0,0,2016,3,33.0
9775,46,0,3,0,0,2016,3,42.0
9776,46,0,1,1,2,2016,3,3.0
9777,46,0,3,1,0,2016,3,7500.0
9779,46,0,3,1,2,2016,3,7.0
9780,46,0,1,1,3,2016,3,10000.0
9781,46,0,4,4,1,2016,5,0.28999999165535
9782,46,0,2,4,1,2016,5,0.083999998867512
9783,46,0,2,0,1,2016,5,3.79999995231628
9784,46,0,4,0,1,2016,5,0.5
9785,46,0,2,1,1,2016,5,3.40000009536743
9786,46,0,4,1,1,2016,5,0.550000011920929
9787,46,0,4,1,1,2017,5,0.889999985694885
9788,46,0,2,1,1,2017,5,5.09999990463257
9789,46,0,4,3,1,2017,5,0.001200000056997
9790,46,0,4,0,1,2017,5,0.649999976158142
9791,46,0,2,0,1,2017,5,0.910000026226044
9792,46,0,2,4,1,2017,5,0.340000003576279
9793,46,0,4,4,1,2017,5,0.349999994039536
9795,46,0,3,1,2,2017,3,21.0
9797,46,0,3,3,0,2017,3,1.0
9798,46,0,3,1,0,2017,3,11000.0
9799,46,0,1,1,2,2017,3,14.0
9800,46,0,1,0,0,2017,3,12.0
9801,46,0,1,1,0,2017,3,4400.0
9802,46,0,3,4,3,2017,3,7.0
9803,46,0,1,4,0,2017,3,200.0
9804,46,0,3,4,0,2017,3,1900.0
9805,46,0,3,0,3,2017,3,32.0
9806,46,0,3,0,0,2017,3,54.0
9807,46,0,0,2,4,2017,4,790.0
9808,46,0,0,2,5,2017,4,3400.0
9809,46,0,0,2,4,2018,4,1000.0
9810,46,0,0,2,5,2018,4,5500.0
9811,46,0,3,0,0,2018,3,90.0
9812,46,0,3,0,3,2018,3,93.0
9813,46,0,3,4,0,2018,3,2700.0
9814,46,0,1,4,0,2018,3,760.0
9815,46,0,3,4,3,2018,3,16.0
9816,46,0,1,1,0,2018,3,7100.0
9817,46,0,1,0,0,2018,3,36.0
9818,46,0,1,4,3,2018,3,9.0
9820,46,0,3,3,0,2018,3,4.0
9822,46,0,1,3,0,2018,3,4.0
9823,46,0,3,1,2,2018,3,21.0
9825,46,0,4,4,1,2018,5,0.469999998807907
9826,46,0,2,4,1,2018,5,1.29999995231628
9827,46,0,2,0,1,2018,5,4.09999990463257
9828,46,0,4,0,1,2018,5,1.39999997615814
9829,46,0,4,3,1,2018,5,0.004900000058115
9830,46,0,2,1,1,2018,5,7.59999990463257
9831,46,0,4,1,1,2018,5,1.29999995231628
9832,46,0,2,3,1,2018,5,0.046000000089407
9833,46,0,2,3,1,2019,5,0.043000001460314
9834,46,0,4,1,1,2019,5,2.0
9835,46,0,2,1,1,2019,5,11.0
9836,46,0,4,3,1,2019,5,0.013000000268221
9837,46,0,4,0,1,2019,5,2.09999990463257
9838,46,0,2,0,1,2019,5,7.40000009536743
9839,46,0,2,4,1,2019,5,2.5
9840,46,0,4,4,1,2019,5,0.680000007152557
9842,46,0,3,1,2,2019,3,42.0
9843,46,0,1,3,0,2019,3,4.0
9845,46,0,3,3,0,2019,3,11.0
9847,46,0,1,1,2,2019,3,2.0
9848,46,0,1,0,0,2019,3,98.0
9850,46,0,3,4,3,2019,3,4.0
9851,46,0,1,4,0,2019,3,1400.0
9852,46,0,3,4,0,2019,3,3900.0
9853,46,0,3,0,3,2019,3,93.0
9854,46,0,3,0,0,2019,3,190.0
9855,46,0,0,2,4,2019,4,1200.0
9856,46,0,0,2,5,2019,4,7800.0
9857,46,0,0,2,4,2020,4,1400.0
9858,46,0,0,2,5,2020,4,9800.0
9859,46,0,3,0,0,2020,3,350.0
9860,46,0,3,0,3,2020,3,93.0
9861,46,0,3,4,0,2020,3,5900.0
9862,46,0,1,4,0,2020,3,2100.0
9863,46,0,3,4,3,2020,3,880.0
9865,46,0,1,0,0,2020,3,160.0
9866,46,0,1,1,2,2020,3,5.0
9868,46,0,3,3,0,2020,3,58.0
9870,46,0,1,3,0,2020,3,24.0
9871,46,0,3,1,2,2020,3,47.0
9873,46,0,4,4,1,2020,5,1.10000002384186
9874,46,0,2,4,1,2020,5,6.09999990463257
9875,46,0,2,0,1,2020,5,9.89999961853027
9876,46,0,4,0,1,2020,5,3.70000004768372
9877,46,0,4,3,1,2020,5,0.071000002324581
9878,46,0,2,1,1,2020,5,32.0
9879,46,0,4,1,1,2020,5,3.59999990463257
9880,46,0,2,3,1,2020,5,0.349999994039536
9881,46,0,2,3,1,2021,5,1.29999995231628
9882,46,0,4,1,1,2021,5,6.0
9883,46,0,2,1,1,2021,5,43.0
9884,46,0,4,3,1,2021,5,0.170000001788139
9885,46,0,4,0,1,2021,5,5.19999980926514
9886,46,0,2,0,1,2021,5,25.0
9887,46,0,2,4,1,2021,5,6.80000019073486
9888,46,0,4,4,1,2021,5,1.39999997615814
9890,46,0,3,1,2,2021,3,63.0
9891,46,0,1,3,0,2021,3,100.0
9893,46,0,3,3,0,2021,3,140.0
9895,46,0,1,1,2,2021,3,16.0
9896,46,0,1,0,0,2021,3,180.0
9898,46,0,3,4,3,2021,3,160.0
9899,46,0,1,4,0,2021,3,2600.0
9900,46,0,3,4,0,2021,3,8400.0
9901,46,0,3,0,3,2021,3,93.0
9902,46,0,3,0,0,2021,3,530.0
9903,46,0,1,0,2,2021,3,2.0
9904,46,0,3,0,2,2021,3,2.0
9905,46,0,0,2,4,2021,4,1700.0
9906,46,0,0,2,5,2021,4,12000.0
9907,46,0,0,2,4,2022,4,2600.0
9909,46,0,3,0,2,2022,3,2.0
9910,46,0,3,0,0,2022,3,920.0
9911,46,0,3,0,3,2022,3,93.0
9912,46,0,3,4,0,2022,3,13000.0
9913,46,0,1,4,0,2022,3,5000.0
9914,46,0,3,4,3,2022,3,420.0
9916,46,0,1,0,0,2022,3,210.0
9917,46,0,1,1,2,2022,3,2.0
9919,46,0,3,3,0,2022,3,290.0
9920,46,0,1,3,3,2022,3,7.0
9921,46,0,3,3,3,2022,3,8.0
9923,46,0,1,3,0,2022,3,340.0
9924,46,0,3,1,2,2022,3,65.0
9926,46,0,4,4,1,2022,5,2.29999995231628
9927,46,0,2,4,1,2022,5,13.0
9928,46,0,2,0,1,2022,5,17.0
9929,46,0,4,0,1,2022,5,8.5
9930,46,0,4,3,1,2022,5,0.360000014305115
9931,46,0,2,1,1,2022,5,54.0
9932,46,0,4,1,1,2022,5,8.69999980926514
9933,46,0,2,3,1,2022,5,4.30000019073486
9934,46,0,2,3,1,2023,5,3.40000009536743
9935,46,0,4,1,1,2023,5,11.0
9936,46,0,2,1,1,2023,5,60.0
9937,46,0,4,3,1,2023,5,0.839999973773956
9938,46,0,4,0,1,2023,5,10.0
9939,46,0,2,0,1,2023,5,25.0
9940,46,0,2,4,1,2023,5,19.0
9941,46,0,4,4,1,2023,5,3.5
9943,46,0,3,1,2,2023,3,48.0
9944,46,0,1,3,0,2023,3,290.0
9946,46,0,3,3,3,2023,3,7.0
9947,46,0,3,3,0,2023,3,700.0
9949,46,0,1,1,2,2023,3,2.0
9950,46,0,1,0,0,2023,3,310.0
9952,46,0,3,4,3,2023,3,430.0
9953,46,0,1,4,0,2023,3,8700.0
9955,46,0,3,0,3,2023,3,22.0
9956,46,0,3,0,0,2023,3,1200.0
9957,46,0,3,0,2,2023,3,10.0
9958,46,0,1,0,2,2023,3,8.0
9959,46,0,1,4,3,2023,3,5.0
9960,46,0,0,2,4,2023,4,4500.0
9962,47,0,1,1,0,2011,3,400.0
9963,47,0,3,1,0,2011,3,400.0
9964,47,0,3,1,3,2011,3,41.0
9965,47,0,1,1,3,2011,3,41.0
9966,47,0,2,1,1,2011,5,0.140000000596046
9967,47,0,4,1,1,2011,5,0.009999999776483
9968,47,0,4,1,1,2012,5,0.028000000864267
9969,47,0,2,1,1,2012,5,0.230000004172325
9970,47,0,2,4,1,2012,5,0.379999995231628
9971,47,0,4,4,1,2012,5,0.03999999910593
9972,47,0,1,1,3,2012,3,400.0
9973,47,0,3,1,3,2012,3,440.0
9974,47,0,3,1,0,2012,3,740.0
9975,47,0,1,1,0,2012,3,340.0
9976,47,0,3,4,0,2012,3,120.0
9977,47,0,1,4,0,2012,3,120.0
9978,47,0,0,2,4,2012,4,4.0
9979,47,0,0,2,5,2012,4,400.0
9980,47,0,0,2,4,2013,4,27.0
9981,47,0,0,2,5,2013,4,600.0
9982,47,0,1,4,0,2013,3,110.0
9983,47,0,3,4,0,2013,3,230.0
9984,47,0,1,1,0,2013,3,1200.0
9985,47,0,3,1,0,2013,3,1900.0
9986,47,0,3,1,3,2013,3,600.0
9987,47,0,1,1,3,2013,3,170.0
9988,47,0,4,4,1,2013,5,0.071999996900559
9989,47,0,2,4,1,2013,5,0.379999995231628
9990,47,0,2,1,1,2013,5,0.430000007152557
9991,47,0,4,1,1,2013,5,0.05799999833107
9992,47,0,4,1,1,2014,5,0.119999997317791
9993,47,0,2,1,1,2014,5,0.959999978542328
9994,47,0,2,4,1,2014,5,0.180000007152557
9995,47,0,4,4,1,2014,5,0.08500000089407
9996,47,0,1,1,3,2014,3,200.0
9997,47,0,3,1,3,2014,3,810.0
9998,47,0,3,1,0,2014,3,4600.0
9999,47,0,1,1,0,2014,3,2700.0
10000,47,0,3,4,0,2014,3,290.0
10001,47,0,1,4,0,2014,3,52.0
10002,47,0,0,2,4,2014,4,99.0
10003,47,0,0,2,5,2014,4,1300.0
10004,47,0,0,2,4,2015,4,260.0
10005,47,0,0,2,5,2015,4,3400.0
10006,47,0,1,4,0,2015,3,160.0
10007,47,0,3,0,3,2015,3,11.0
10008,47,0,3,4,0,2015,3,440.0
10009,47,0,1,1,0,2015,3,3300.0
10010,47,0,3,1,0,2015,3,7800.0
10011,47,0,1,1,2,2015,3,10.0
10012,47,0,3,1,3,2015,3,3200.0
10013,47,0,1,1,3,2015,3,2400.0
10014,47,0,3,1,2,2015,3,10.0
10015,47,0,4,4,1,2015,5,0.129999995231628
