,region,category,parameter,mode,powertrain,year,unit,value
0,0,0,4,1,1,2011,5,0.000390000001062
1,0,0,2,1,1,2011,5,0.00650000013411
2,0,0,1,1,0,2011,3,49.0
3,0,0,3,1,0,2011,3,49.0
4,0,0,3,1,0,2012,3,220.0
5,0,0,1,1,0,2012,3,170.0
6,0,0,2,1,1,2012,5,0.029999999329448
7,0,0,4,1,1,2012,5,0.002400000113994
8,0,0,3,1,3,2012,3,80.0
9,0,0,1,1,3,2012,3,80.0
10,0,0,1,1,3,2013,3,100.0
11,0,0,3,1,3,2013,3,180.0
12,0,0,4,1,1,2013,5,0.004600000102073
13,0,0,2,1,1,2013,5,0.034000001847744
14,0,0,1,1,0,2013,3,190.0
15,0,0,3,1,0,2013,3,410.0
16,0,0,3,1,0,2014,3,780.0
17,0,0,1,1,0,2014,3,370.0
18,0,0,2,1,1,2014,5,0.159999996423721
19,0,0,4,1,1,2014,5,0.014000000432134
20,0,0,3,1,3,2014,3,1100.0
21,0,0,1,1,3,2014,3,950.0
22,0,0,1,1,3,2015,3,1000.0
23,0,0,3,1,3,2015,3,2100.0
24,0,0,4,1,1,2015,5,0.027000000700355
25,0,0,2,1,1,2015,5,0.200000002980232
26,0,0,1,1,0,2015,3,760.0
27,0,0,3,1,0,2015,3,1500.0
28,0,0,3,1,0,2016,3,2200.0
29,0,0,1,1,0,2016,3,670.0
30,0,0,2,1,1,2016,5,0.150000005960464
31,0,0,4,1,1,2016,5,0.037000000476837
32,0,0,3,1,3,2016,3,2800.0
33,0,0,1,1,3,2016,3,700.0
34,0,0,1,1,3,2017,3,1100.0
35,0,0,3,1,3,2017,3,3900.0
36,0,0,4,1,1,2017,5,0.052000001072884
37,0,0,2,1,1,2017,5,0.259999990463257
38,0,0,0,2,4,2017,4,40.0
39,0,0,0,2,5,2017,4,440.0
40,0,0,1,1,0,2017,3,1200.0
41,0,0,3,1,0,2017,3,3400.0
42,0,0,3,1,0,2018,3,5200.0
43,0,0,1,1,0,2018,3,1800.0
44,0,0,0,2,4,2018,4,61.0
45,0,0,0,2,5,2018,4,670.0
46,0,0,2,1,1,2018,5,0.419999986886978
47,0,0,4,1,1,2018,5,0.076999999582768
48,0,0,3,1,3,2018,3,5700.0
49,0,0,1,1,3,2018,3,1800.0
50,0,0,1,1,3,2019,3,2900.0
51,0,0,3,1,3,2019,3,8600.0
52,0,0,4,1,1,2019,5,0.140000000596046
53,0,0,2,1,1,2019,5,1.20000004768372
54,0,0,0,2,5,2019,4,1700.0
55,0,0,1,1,0,2019,3,6300.0
56,0,0,3,1,0,2019,3,12000.0
58,0,0,1,1,0,2020,3,5200.0
59,0,0,0,2,5,2020,4,2300.0
60,0,0,2,1,1,2020,5,1.10000002384186
61,0,0,4,1,1,2020,5,0.180000007152557
62,0,0,3,1,3,2020,3,10000.0
63,0,0,1,1,3,2020,3,1700.0
64,0,0,1,1,3,2021,3,3400.0
66,0,0,3,1,2,2021,3,44.0
67,0,0,4,1,1,2021,5,0.319999992847443
68,0,0,2,1,1,2021,5,2.79999995231628
69,0,0,0,2,4,2021,4,320.0
70,0,0,0,2,5,2021,4,2000.0
73,0,0,1,1,2,2021,3,44.0
74,0,0,1,1,2,2022,3,15.0
77,0,0,2,1,1,2022,5,5.09999990463257
78,0,0,3,1,2,2022,3,100.0
80,0,0,1,1,3,2022,3,5900.0
81,0,0,4,1,1,2022,5,0.589999973773956
82,0,0,0,2,4,2022,4,470.0
83,0,0,0,2,5,2022,4,2100.0
84,0,0,0,2,4,2023,4,660.0
85,0,0,0,2,5,2023,4,2100.0
86,0,0,4,1,1,2023,5,1.20000004768372
87,0,0,1,1,3,2023,3,11000.0
89,0,0,3,1,2,2023,3,65.0
90,0,0,2,1,1,2023,5,12.0
93,0,0,1,1,2,2023,3,6.0
94,1,0,3,1,0,2010,3,350.0
95,1,0,4,1,1,2010,5,0.00789999961853
96,1,0,4,1,1,2011,5,0.021999999880791
97,1,0,0,2,4,2011,4,0.100000001490116
98,1,0,0,2,5,2011,4,0.100000001490116
99,1,0,3,1,0,2011,3,990.0
100,1,0,3,1,0,2012,3,1400.0
101,1,0,3,1,3,2012,3,140.0
102,1,0,0,2,4,2012,4,0.100000001490116
103,1,0,0,2,5,2012,4,0.100000001490116
104,1,0,4,1,1,2012,5,0.032999999821186
105,1,0,4,1,1,2013,5,0.052999999374151
106,1,0,2,1,1,2013,5,0.200000002980232
107,1,0,0,2,4,2013,4,0.100000001490116
108,1,0,0,2,5,2013,4,0.100000001490116
109,1,0,3,1,3,2013,3,410.0
110,1,0,3,1,0,2013,3,2100.0
111,1,0,1,1,0,2013,3,650.0
112,1,0,1,1,0,2014,3,1700.0
113,1,0,3,1,0,2014,3,3400.0
114,1,0,1,1,2,2014,3,6.0
115,1,0,3,1,2,2014,3,3.0
116,1,0,3,1,3,2014,3,780.0
117,1,0,0,2,4,2014,4,0.100000001490116
118,1,0,0,2,5,2014,4,0.100000001490116
119,1,0,2,1,1,2014,5,0.569999992847443
120,1,0,4,1,1,2014,5,0.089000001549721
121,1,0,4,1,1,2015,5,0.140000000596046
122,1,0,2,1,1,2015,5,0.899999976158142
123,1,0,0,2,4,2015,4,0.100000001490116
124,1,0,0,2,5,2015,4,0.100000001490116
125,1,0,3,1,3,2015,3,1500.0
126,1,0,3,1,2,2015,3,6.0
127,1,0,1,1,2,2015,3,4.0
128,1,0,1,1,3,2015,3,1100.0
129,1,0,3,1,0,2015,3,5000.0
130,1,0,1,1,0,2015,3,1700.0
131,1,0,1,1,0,2016,3,3800.0
132,1,0,3,1,0,2016,3,9100.0
133,1,0,1,1,3,2016,3,1200.0
134,1,0,3,1,2,2016,3,13.0
135,1,0,3,1,3,2016,3,2300.0
136,1,0,0,2,4,2016,4,0.100000001490116
137,1,0,0,2,5,2016,4,0.100000001490116
138,1,0,2,1,1,2016,5,1.5
139,1,0,4,1,1,2016,5,0.239999994635582
140,1,0,4,1,1,2017,5,0.379999995231628
141,1,0,2,1,1,2017,5,2.0
142,1,0,0,2,4,2017,4,0.100000001490116
143,1,0,0,2,5,2017,4,0.100000001490116
144,1,0,3,1,3,2017,3,3900.0
145,1,0,3,1,2,2017,3,19.0
146,1,0,1,1,2,2017,3,2.0
147,1,0,1,1,3,2017,3,1700.0
149,1,0,1,1,0,2017,3,5400.0
150,1,0,1,1,0,2018,3,6800.0
152,1,0,1,1,3,2018,3,2300.0
153,1,0,1,1,2,2018,3,7.0
154,1,0,3,1,2,2018,3,24.0
155,1,0,3,1,3,2018,3,5700.0
156,1,0,0,2,4,2018,4,0.100000001490116
157,1,0,0,2,5,2018,4,0.100000001490116
158,1,0,2,1,1,2018,5,2.59999990463257
159,1,0,4,1,1,2018,5,0.529999971389771
160,1,0,4,1,1,2019,5,0.75
161,1,0,2,1,1,2019,5,3.5
162,1,0,0,2,4,2019,4,0.100000001490116
163,1,0,0,2,5,2019,4,0.100000001490116
164,1,0,3,1,3,2019,3,8000.0
165,1,0,3,1,2,2019,3,41.0
166,1,0,1,1,2,2019,3,19.0
168,1,0,1,1,0,2019,3,9300.0
169,1,0,1,1,3,2019,3,2200.0
170,1,0,1,1,3,2020,3,7600.0
173,1,0,1,1,2,2020,3,14.0
174,1,0,3,1,2,2020,3,45.0
176,1,0,0,2,4,2020,4,0.100000001490116
177,1,0,0,2,5,2020,4,0.100000001490116
178,1,0,2,1,1,2020,5,9.5
179,1,0,4,1,1,2020,5,1.20000004768372
180,1,0,4,1,1,2021,5,2.09999990463257
181,1,0,2,1,1,2021,5,20.0
182,1,0,0,2,4,2021,4,1600.0
183,1,0,0,2,5,2021,4,8900.0
185,1,0,3,1,2,2021,3,55.0
186,1,0,1,1,2,2021,3,14.0
190,1,0,1,1,3,2022,3,13000.0
193,1,0,1,1,2,2022,3,14.0
194,1,0,3,1,2,2022,3,62.0
196,1,0,0,2,4,2022,4,2600.0
197,1,0,0,2,5,2022,4,13000.0
198,1,0,2,1,1,2022,5,22.0
199,1,0,4,1,1,2022,5,3.0
200,1,0,4,1,1,2023,5,4.40000009536743
201,1,0,2,1,1,2023,5,26.0
202,1,0,0,2,4,2023,4,2500.0
205,1,0,3,1,2,2023,3,89.0
206,1,0,1,1,2,2023,3,9.0
210,2,0,3,0,0,2010,3,3.0
211,2,0,1,4,0,2010,3,7.0
212,2,0,3,4,0,2010,3,62.0
213,2,0,1,1,0,2010,3,48.0
214,2,0,3,1,0,2010,3,61.0
215,2,0,1,1,3,2010,3,8.0
216,2,0,2,1,1,2010,5,0.009999999776483
217,2,0,3,1,2,2010,3,1.0
218,2,0,3,1,3,2010,3,9.0
219,2,0,3,3,0,2010,3,2.0
220,2,0,4,0,1,2010,5,0.018999999389052
221,2,0,2,4,1,2010,5,0.013000000268221
222,2,0,4,4,1,2010,5,0.010999999940395
223,2,0,4,1,1,2010,5,0.001300000003539
224,2,0,4,3,1,2010,5,0.001300000003539
225,2,0,4,3,1,2011,5,0.00400000018999
226,2,0,4,1,1,2011,5,0.00650000013411
227,2,0,2,3,1,2011,5,0.009800000116229
228,2,0,4,4,1,2011,5,0.013000000268221
229,2,0,2,4,1,2011,5,0.039000000804663
230,2,0,4,0,1,2011,5,0.018999999389052
231,2,0,3,3,0,2011,3,6.0
232,2,0,1,3,0,2011,3,1.0
233,2,0,3,1,3,2011,3,26.0
234,2,0,3,1,2,2011,3,1.0
235,2,0,2,1,1,2011,5,0.052000001072884
236,2,0,1,1,3,2011,3,16.0
237,2,0,3,1,0,2011,3,320.0
238,2,0,1,1,0,2011,3,280.0
239,2,0,3,4,0,2011,3,79.0
240,2,0,1,4,0,2011,3,25.0
241,2,0,3,0,0,2011,3,3.0
242,2,0,3,0,0,2012,3,3.0
243,2,0,1,4,0,2012,3,260.0
244,2,0,3,4,0,2012,3,330.0
245,2,0,1,1,0,2012,3,570.0
246,2,0,3,1,0,2012,3,830.0
247,2,0,1,1,3,2012,3,340.0
248,2,0,2,1,1,2012,5,0.189999997615814
249,2,0,3,1,2,2012,3,1.0
250,2,0,3,1,3,2012,3,350.0
251,2,0,3,3,0,2012,3,7.0
252,2,0,4,0,1,2012,5,0.018999999389052
253,2,0,2,4,1,2012,5,0.46000000834465
254,2,0,4,4,1,2012,5,0.052999999374151
255,2,0,4,1,1,2012,5,0.021999999880791
256,2,0,4,3,1,2012,5,0.004800000227988
257,2,0,4,3,1,2013,5,0.004800000227988
258,2,0,4,1,1,2013,5,0.032999999821186
259,2,0,4,4,1,2013,5,0.06700000166893
260,2,0,2,4,1,2013,5,0.189999997615814
261,2,0,4,0,1,2013,5,0.018999999389052
262,2,0,0,2,4,2013,4,47.0
263,2,0,0,2,5,2013,4,330.0
264,2,0,3,3,0,2013,3,7.0
265,2,0,3,1,3,2013,3,590.0
266,2,0,3,1,2,2013,3,1.0
267,2,0,2,1,1,2013,5,0.119999997317791
268,2,0,1,1,3,2013,3,60.0
269,2,0,3,1,0,2013,3,1200.0
270,2,0,1,1,0,2013,3,500.0
271,2,0,3,4,0,2013,3,430.0
272,2,0,1,4,0,2013,3,110.0
273,2,0,3,0,0,2013,3,3.0
274,2,0,3,0,0,2014,3,7.0
275,2,0,1,4,0,2014,3,99.0
276,2,0,3,0,3,2014,3,32.0
277,2,0,3,4,0,2014,3,520.0
278,2,0,1,1,0,2014,3,1300.0
279,2,0,3,1,0,2014,3,2200.0
280,2,0,1,0,0,2014,3,3.0
281,2,0,2,1,1,2014,5,0.409999996423721
282,2,0,3,1,2,2014,3,2.0
283,2,0,3,1,3,2014,3,1500.0
284,2,0,1,1,3,2014,3,650.0
285,2,0,3,3,0,2014,3,11.0
286,2,0,1,3,0,2014,3,1.0
287,2,0,0,2,4,2014,4,55.0
288,2,0,0,2,5,2014,4,560.0
289,2,0,4,0,1,2014,5,0.239999994635582
290,2,0,2,4,1,2014,5,0.180000007152557
291,2,0,4,4,1,2014,5,0.079000003635883
292,2,0,2,0,1,2014,5,0.259999990463257
293,2,0,4,1,1,2014,5,0.06700000166893
294,2,0,2,3,1,2014,5,0.013000000268221
295,2,0,4,3,1,2014,5,0.00760000012815
296,2,0,4,3,1,2015,5,0.008399999700487
297,2,0,4,1,1,2015,5,0.129999995231628
298,2,0,4,4,1,2015,5,0.08500000089407
299,2,0,2,4,1,2015,5,0.109999999403954
300,2,0,4,0,1,2015,5,0.529999971389771
301,2,0,0,2,4,2015,4,77.0
302,2,0,0,2,5,2015,4,1300.0
303,2,0,3,3,0,2015,3,12.0
304,2,0,1,1,3,2015,3,2500.0
305,2,0,3,1,3,2015,3,3800.0
306,2,0,3,1,2,2015,3,8.0
307,2,0,2,1,1,2015,5,0.769999980926514
308,2,0,3,1,0,2015,3,3300.0
309,2,0,1,1,2,2015,3,2.0
310,2,0,1,1,0,2015,3,1400.0
311,2,0,3,4,0,2015,3,570.0
312,2,0,3,0,3,2015,3,80.0
313,2,0,1,4,0,2015,3,68.0
314,2,0,3,0,0,2015,3,7.0
315,2,0,3,0,0,2016,3,7.0
316,2,0,1,4,0,2016,3,140.0
317,2,0,3,0,3,2016,3,110.0
318,2,0,3,4,0,2016,3,690.0
319,2,0,1,1,0,2016,3,2100.0
320,2,0,3,4,3,2016,3,1.0
321,2,0,1,1,2,2016,3,7.0
322,2,0,3,1,0,2016,3,5200.0
323,2,0,2,1,1,2016,5,1.70000004768372
324,2,0,3,1,2,2016,3,20.0
325,2,0,3,1,3,2016,3,11000.0
326,2,0,1,1,3,2016,3,7100.0
327,2,0,3,3,0,2016,3,13.0
328,2,0,1,3,0,2016,3,1.0
329,2,0,0,2,4,2016,4,110.0
330,2,0,0,2,5,2016,4,1500.0
331,2,0,4,0,1,2016,5,0.75
332,2,0,2,4,1,2016,5,0.209999993443489
333,2,0,4,4,1,2016,5,0.097000002861023
334,2,0,4,1,1,2016,5,0.280000001192093
335,2,0,2,3,1,2016,5,0.009999999776483
336,2,0,4,3,1,2016,5,0.009100000374019
337,2,0,4,3,1,2017,5,0.009700000286102
338,2,0,4,1,1,2017,5,0.529999971389771
339,2,0,4,4,1,2017,5,0.109999999403954
340,2,0,2,4,1,2017,5,0.170000001788139
341,2,0,4,0,1,2017,5,0.910000026226044
342,2,0,2,0,1,2017,5,0.230000004172325
343,2,0,0,2,4,2017,4,220.0
344,2,0,0,2,5,2017,4,1500.0
345,2,0,3,3,0,2017,3,14.0
346,2,0,1,1,3,2017,3,12000.0
348,2,0,3,1,2,2017,3,31.0
349,2,0,2,1,1,2017,5,2.59999990463257
350,2,0,3,1,0,2017,3,7500.0
351,2,0,1,1,2,2017,3,11.0
352,2,0,3,4,3,2017,3,4.0
353,2,0,1,1,0,2017,3,2700.0
354,2,0,3,4,0,2017,3,780.0
355,2,0,1,4,3,2017,3,1.0
356,2,0,3,0,3,2017,3,130.0
357,2,0,1,4,0,2017,3,130.0
358,2,0,3,0,0,2017,3,10.0
359,2,0,1,0,3,2017,3,2.0
360,2,0,3,0,0,2018,3,21.0
361,2,0,1,4,0,2018,3,260.0
362,2,0,3,0,3,2018,3,140.0
363,2,0,1,4,3,2018,3,2.0
364,2,0,3,4,0,2018,3,1000.0
365,2,0,1,1,0,2018,3,3600.0
366,2,0,3,4,3,2018,3,7.0
367,2,0,1,1,2,2018,3,13.0
368,2,0,3,1,0,2018,3,11000.0
369,2,0,1,0,0,2018,3,14.0
370,2,0,2,1,1,2018,5,2.40000009536743
371,2,0,3,1,2,2018,3,44.0
373,2,0,1,1,3,2018,3,9600.0
374,2,0,3,3,0,2018,3,17.0
375,2,0,1,3,0,2018,3,1.0
376,2,0,0,2,4,2018,4,240.0
377,2,0,0,2,5,2018,4,2700.0
378,2,0,2,0,1,2018,5,1.39999997615814
379,2,0,4,0,1,2018,5,1.10000002384186
380,2,0,2,4,1,2018,5,0.340000003576279
381,2,0,4,4,1,2018,5,0.129999995231628
382,2,0,4,1,1,2018,5,0.740000009536743
383,2,0,2,3,1,2018,5,0.008799999952316
384,2,0,4,3,1,2018,5,0.012000000104308
385,2,0,4,3,1,2019,5,0.012000000104308
386,2,0,4,1,1,2019,5,1.0
387,2,0,2,4,1,2019,5,0.490000009536743
388,2,0,4,0,1,2019,5,1.39999997615814
389,2,0,2,0,1,2019,5,3.70000004768372
390,2,0,0,2,4,2019,4,360.0
391,2,0,0,2,5,2019,4,6100.0
392,2,0,3,3,0,2019,3,17.0
393,2,0,1,1,3,2019,3,8900.0
395,2,0,3,1,2,2019,3,41.0
396,2,0,2,1,1,2019,5,3.20000004768372
397,2,0,4,4,1,2019,5,0.170000001788139
398,2,0,1,0,0,2019,3,37.0
400,2,0,1,1,2,2019,3,12.0
401,2,0,3,4,3,2019,3,13.0
402,2,0,1,1,0,2019,3,8800.0
403,2,0,3,4,0,2019,3,1400.0
404,2,0,3,0,3,2019,3,160.0
405,2,0,1,4,0,2019,3,400.0
406,2,0,3,0,0,2019,3,59.0
407,2,0,3,0,2,2019,3,1.0
408,2,0,1,0,3,2019,3,11.0
409,2,0,1,0,3,2020,3,43.0
410,2,0,3,0,2,2020,3,2.0
411,2,0,3,0,0,2020,3,75.0
412,2,0,1,4,0,2020,3,470.0
413,2,0,3,0,3,2020,3,200.0
414,2,0,3,4,0,2020,3,1800.0
415,2,0,1,4,3,2020,3,26.0
417,2,0,3,4,3,2020,3,50.0
418,2,0,1,1,2,2020,3,4.0
420,2,0,1,0,0,2020,3,12.0
421,2,0,4,4,1,2020,5,0.219999998807907
422,2,0,2,1,1,2020,5,11.0
423,2,0,3,1,2,2020,3,64.0
426,2,0,3,3,0,2020,3,19.0
427,2,0,1,3,0,2020,3,6.0
428,2,0,0,2,4,2020,4,480.0
429,2,0,0,2,5,2020,4,8000.0
430,2,0,2,0,1,2020,5,7.0
431,2,0,4,0,1,2020,5,1.79999995231628
432,2,0,2,4,1,2020,5,0.699999988079071
433,2,0,4,1,1,2020,5,1.79999995231628
434,2,0,2,3,1,2020,5,0.079000003635883
435,2,0,4,3,1,2020,5,0.013000000268221
436,2,0,4,3,1,2021,5,0.016000000759959
437,2,0,2,3,1,2021,5,0.059999998658896
438,2,0,4,1,1,2021,5,2.90000009536743
439,2,0,2,4,1,2021,5,0.879999995231628
440,2,0,4,0,1,2021,5,2.09999990463257
441,2,0,2,0,1,2021,5,26.0
442,2,0,0,2,4,2021,4,790.0
443,2,0,0,2,5,2021,4,12000.0
444,2,0,1,3,0,2021,3,5.0
445,2,0,3,3,0,2021,3,21.0
448,2,0,3,1,2,2021,3,85.0
449,2,0,2,1,1,2021,5,18.0
450,2,0,4,4,1,2021,5,0.300000011920929
451,2,0,1,0,0,2021,3,220.0
453,2,0,1,1,2,2021,3,21.0
454,2,0,3,4,3,2021,3,110.0
456,2,0,1,4,3,2021,3,39.0
457,2,0,3,4,2,2021,3,1.0
458,2,0,3,4,0,2021,3,2400.0
459,2,0,3,0,3,2021,3,220.0
460,2,0,1,4,0,2021,3,640.0
461,2,0,3,0,0,2021,3,100.0
462,2,0,3,0,2,2021,3,3.0
463,2,0,1,0,3,2021,3,22.0
464,2,0,1,0,3,2022,3,25.0
465,2,0,3,0,2,2022,3,6.0
466,2,0,3,0,0,2022,3,150.0
467,2,0,1,4,0,2022,3,1800.0
468,2,0,3,0,3,2022,3,180.0
469,2,0,3,4,0,2022,3,4100.0
470,2,0,3,4,2,2022,3,1.0
471,2,0,1,4,3,2022,3,98.0
473,2,0,3,4,3,2022,3,240.0
474,2,0,1,1,2,2022,3,20.0
476,2,0,1,0,0,2022,3,42.0
477,2,0,4,4,1,2022,5,0.509999990463257
478,2,0,2,1,1,2022,5,26.0
479,2,0,3,1,2,2022,3,80.0
482,2,0,3,3,0,2022,3,37.0
483,2,0,1,3,0,2022,3,31.0
484,2,0,0,2,4,2022,4,1100.0
486,2,0,2,0,1,2022,5,11.0
487,2,0,4,0,1,2022,5,2.20000004768372
488,2,0,2,4,1,2022,5,3.40000009536743
489,2,0,4,1,1,2022,5,4.59999990463257
490,2,0,2,3,1,2022,5,0.360000014305115
491,2,0,4,3,1,2022,5,0.028000000864267
492,2,0,4,3,1,2023,5,0.170000001788139
493,2,0,2,3,1,2023,5,1.70000004768372
494,2,0,4,1,1,2023,5,8.19999980926514
495,2,0,2,4,1,2023,5,4.59999990463257
496,2,0,4,0,1,2023,5,6.0
497,2,0,2,0,1,2023,5,62.0
498,2,0,0,2,4,2023,4,2000.0
500,2,0,1,3,0,2023,3,160.0
501,2,0,3,3,0,2023,3,210.0
502,2,0,1,3,3,2023,3,8.0
503,2,0,3,3,3,2023,3,8.0
506,2,0,3,1,2,2023,3,99.0
507,2,0,2,1,1,2023,5,41.0
508,2,0,4,4,1,2023,5,0.889999985694885
509,2,0,1,0,0,2023,3,340.0
511,2,0,1,1,2,2023,3,9.0
512,2,0,3,4,3,2023,3,190.0
514,2,0,1,4,3,2023,3,24.0
515,2,0,3,4,0,2023,3,7500.0
516,2,0,3,0,3,2023,3,220.0
517,2,0,1,4,0,2023,3,3100.0
518,2,0,3,0,0,2023,3,670.0
519,2,0,1,0,3,2023,3,110.0
520,3,0,1,1,0,2010,3,10.0
521,3,0,2,1,1,2010,5,0.00034999998752
522,3,0,2,1,1,2011,5,0.000280000007479
523,3,0,1,1,0,2011,3,8.0
524,3,0,1,1,0,2012,3,22.0
525,3,0,1,1,3,2012,3,18.0
526,3,0,2,1,1,2012,5,0.001300000003539
527,3,0,2,1,1,2013,5,0.002400000113994
528,3,0,2,0,1,2013,5,0.00760000012815
529,3,0,2,4,1,2013,5,0.001399999950081
530,3,0,1,1,3,2013,3,33.0
531,3,0,1,1,0,2013,3,39.0
532,3,0,1,0,0,2013,3,5.0
533,3,0,1,4,0,2013,3,7.0
534,3,0,1,4,0,2014,3,13.0
535,3,0,1,1,0,2014,3,61.0
536,3,0,3,1,0,2014,3,61.0
537,3,0,2,4,1,2014,5,0.002600000007078
538,3,0,2,1,1,2014,5,0.002199999988079
539,3,0,4,1,1,2014,5,0.000159999995958
540,3,0,4,1,1,2015,5,0.000380000012228
541,3,0,2,1,1,2015,5,0.004199999850243
542,3,0,2,4,1,2015,5,0.00089999998454
543,3,0,4,0,1,2015,5,0.00079999997979
544,3,0,3,1,0,2015,3,120.0
545,3,0,1,1,0,2015,3,61.0
546,3,0,1,1,3,2015,3,28.0
547,3,0,3,1,3,2015,3,28.0
548,3,0,1,4,0,2015,3,3.0
549,3,0,3,0,0,2015,3,5.0
550,3,0,3,0,0,2016,3,5.0
551,3,0,1,4,0,2016,3,6.0
552,3,0,3,1,3,2016,3,75.0
553,3,0,1,1,3,2016,3,47.0
554,3,0,1,1,0,2016,3,130.0
555,3,0,3,1,0,2016,3,250.0
556,3,0,4,0,1,2016,5,0.000820000015665
557,3,0,2,4,1,2016,5,0.002099999925122
558,3,0,2,1,1,2016,5,0.010999999940395
559,3,0,4,1,1,2016,5,0.00079999997979
560,3,0,4,1,1,2017,5,0.001700000022538
561,3,0,2,1,1,2017,5,0.023000000044704
562,3,0,2,4,1,2017,5,0.006000000052154
563,3,0,4,0,1,2017,5,0.001300000003539
564,3,0,2,0,1,2017,5,0.009800000116229
565,3,0,3,1,0,2017,3,320.0
566,3,0,1,1,0,2017,3,140.0
567,3,0,1,1,3,2017,3,290.0
568,3,0,3,1,3,2017,3,360.0
569,3,0,1,4,0,2017,3,18.0
570,3,0,3,0,0,2017,3,8.0
571,3,0,1,0,0,2017,3,3.0
572,3,0,1,0,0,2018,3,18.0
573,3,0,3,0,0,2018,3,30.0
574,3,0,1,4,0,2018,3,5.0
575,3,0,1,3,0,2018,3,40.0
576,3,0,3,1,3,2018,3,700.0
577,3,0,3,3,0,2018,3,40.0
578,3,0,1,1,3,2018,3,230.0
579,3,0,3,4,0,2018,3,4.0
580,3,0,1,1,0,2018,3,180.0
581,3,0,3,1,0,2018,3,350.0
582,3,0,2,0,1,2018,5,0.050000000745058
583,3,0,4,0,1,2018,5,0.004999999888241
584,3,0,2,4,1,2018,5,0.001399999950081
585,3,0,4,4,1,2018,5,7.5999996624887e-05
586,3,0,2,1,1,2018,5,0.019999999552965
587,3,0,4,1,1,2018,5,0.002499999944121
588,3,0,4,3,1,2018,5,0.001900000032038
589,3,0,2,3,1,2018,5,0.052999999374151
590,3,0,0,2,4,2018,4,4.90000009536743
591,3,0,0,2,5,2018,4,26.0
592,3,0,0,2,4,2019,4,4.90000009536743
593,3,0,0,2,5,2019,4,220.0
594,3,0,2,3,1,2019,5,0.023000000044704
595,3,0,4,3,1,2019,5,0.003000000026077
596,3,0,4,1,1,2019,5,0.007000000216067
597,3,0,2,1,1,2019,5,0.086000002920628
598,3,0,4,4,1,2019,5,0.000280000007479
599,3,0,2,4,1,2019,5,0.003700000001118
600,3,0,4,0,1,2019,5,0.017000000923872
601,3,0,2,0,1,2019,5,0.068999998271465
602,3,0,3,1,0,2019,3,890.0
603,3,0,1,1,0,2019,3,540.0
604,3,0,3,4,0,2019,3,15.0
605,3,0,1,1,3,2019,3,1400.0
606,3,0,3,3,0,2019,3,63.0
607,3,0,3,1,3,2019,3,2100.0
608,3,0,1,3,0,2019,3,23.0
609,3,0,1,4,0,2019,3,14.0
610,3,0,3,0,0,2019,3,99.0
611,3,0,1,0,0,2019,3,32.0
612,3,0,1,0,0,2020,3,37.0
613,3,0,3,0,0,2020,3,95.0
614,3,0,1,4,0,2020,3,58.0
615,3,0,1,3,0,2020,3,15.0
616,3,0,3,0,2,2020,3,1.0
617,3,0,1,0,2,2020,3,1.0
618,3,0,3,1,3,2020,3,3800.0
619,3,0,3,3,0,2020,3,78.0
620,3,0,1,1,3,2020,3,1800.0
621,3,0,3,4,0,2020,3,27.0
622,3,0,1,1,0,2020,3,800.0
623,3,0,3,1,0,2020,3,1600.0
624,3,0,2,0,1,2020,5,0.109999999403954
625,3,0,4,0,1,2020,5,0.016000000759959
626,3,0,2,4,1,2020,5,0.01799999922514
627,3,0,4,4,1,2020,5,0.000479999987874
628,3,0,2,1,1,2020,5,0.159999996423721
629,3,0,4,1,1,2020,5,0.013000000268221
630,3,0,4,3,1,2020,5,0.00359999993816
631,3,0,2,3,1,2020,5,0.017000000923872
632,3,0,0,2,4,2020,4,4.90000009536743
633,3,0,0,2,5,2020,4,400.0
634,3,0,0,2,4,2021,4,4.90000009536743
635,3,0,0,2,5,2021,4,800.0
636,3,0,2,3,1,2021,5,0.230000004172325
637,3,0,4,3,1,2021,5,0.017000000923872
638,3,0,4,1,1,2021,5,0.046000000089407
639,3,0,2,1,1,2021,5,0.899999976158142
640,3,0,4,4,1,2021,5,0.00289999996312
641,3,0,2,4,1,2021,5,0.035999998450279
642,3,0,4,0,1,2021,5,0.063000001013279
643,3,0,2,0,1,2021,5,0.730000019073486
644,3,0,3,1,0,2021,3,4400.0
645,3,0,1,1,0,2021,3,2900.0
646,3,0,3,4,0,2021,3,170.0
647,3,0,1,1,2,2021,3,1.0
648,3,0,3,1,2,2021,3,1.0
649,3,0,1,1,3,2021,3,11000.0
650,3,0,3,3,0,2021,3,370.0
652,3,0,1,4,0,2021,3,150.0
653,3,0,3,0,2,2021,3,1.0
654,3,0,1,3,0,2021,3,290.0
655,3,0,3,0,0,2021,3,360.0
656,3,0,1,0,0,2021,3,240.0
657,3,0,1,0,0,2022,3,610.0
658,3,0,3,0,0,2022,3,950.0
659,3,0,1,3,0,2022,3,710.0
660,3,0,3,0,2,2022,3,2.0
661,3,0,1,0,2,2022,3,2.0
662,3,0,1,4,0,2022,3,520.0
664,3,0,3,3,0,2022,3,1100.0
665,3,0,1,1,3,2022,3,10000.0
666,3,0,3,1,2,2022,3,3.0
667,3,0,1,1,2,2022,3,2.0
668,3,0,3,4,0,2022,3,1100.0
669,3,0,1,1,0,2022,3,8500.0
670,3,0,3,1,0,2022,3,13000.0
671,3,0,2,0,1,2022,5,1.70000004768372
